OBJECTID,TEA,SLN,SCHOOLNAME,LEVEL,ADDRESS,CITY,ZIP,PHONE,WEBSITE,POINT_X,POINT_Y,MasterID,Feeder,HIGH_SLN,dem_totp,dem_popwh,dem_popbl,dem_popas,dem_pophi,dem_popm,dem_popf,dem_thh,dem_popse,dem_popch,dem_totp_sd,dem_popwh_sd,dem_popbl_sd,dem_popas_sd,dem_pophi_sd,dem_popm_sd,dem_popf_sd,dem_thh_sd,dem_popse_sd,dem_popch_sd,dem_perwh_sd,dem_perbl_sd,dem_peras_sd,dem_perhi_sd,dem_perm_sd,dem_perf_sd,dem_perse_sd,dem_perch_sd,comm_bbp,comm_bvp,comm_cctrcap,comm_incarpct,comm_juvcrimecap,comm_libcap,comm_ltbvp,comm_ltrvp,comm_ocb,comm_ocbp,comm_parkcap,comm_rcb,comm_rcbp,comm_rvp,comm_u18bbp,comm_evrate,comm_bbp_sd,comm_bvp_sd,comm_cctrcap_sd,comm_incarpct_sd,comm_juvcrimecap_sd,comm_libcap_sd,comm_ltbvp_sd,comm_ltrvp_sd,comm_ocb_sd,comm_ocbp_sd,comm_parkcap_sd,comm_rcb_sd,comm_rcbp_sd,comm_rvp_sd,comm_u18bbp_sd,comm_evrate_sd,econ_cpr,econ_fincap,econ_medinc,econ_paydaycap,econ_pctlwjobs,econ_pctmwjobs,econ_totjobs,econ_pr,econ_pyr,econ_ur,econ_cpr_sd,econ_fincap_sd,econ_medinc_sd,econ_paydaycap_sd,econ_pctlwjobs_sd,econ_pctmwjobs_sd,econ_totjobs_sd,econ_pr_sd,econ_pyr_sd,econ_ur_sd,edu_oostkids,edu_perbach,edu_perearlyed,edu_qeckids,edu_oostkids_sd,edu_perbach_sd,edu_perearlyed_sd,edu_qeckids_sd,fam_affcckids,fam_lcckids,fam_tphh,fam_tphhpct,fam_affcckids_sd,fam_lcckids_sd,fam_tphh_sd,fam_tphhpct_sd,hel_bphigh,hel_castthma,hel_checkup,hel_fruitsveggies,hel_le,hel_mhlth,hel_obesity,hel_perpri,hel_perpub,hel_prtopu,hel_pharmacap,hel_phlth,hel_sleep,hel_stroke,hel_perins,hel_perunin,hel_clincap,hel_groccap,hel_bphigh_sd,hel_castthma_sd,hel_checkup_sd,hel_fruitsveggies_sd,hel_le_sd,hel_mhlth_sd,hel_obesity_sd,hel_perpri_sd,hel_perpub_sd,hel_prtopu_sd,hel_pharmacap_sd,hel_phlth_sd,hel_sleep_sd,hel_stroke_sd,hel_perins_sd,hel_perunin_sd,hel_clincap_sd,hel_groccap_sd,hi_gen,ci_index,eci_index,edi_index,fi_index,hi_index,cri_index,ci_weight,eci_weight,edi_weight,fi_weight,hi_weight,cri_weight,ci_weight_quintile,eci_weight_quintile,edi_weight_quintile,fi_weight_quintile,hi_weight_quintile,cri_weight_quintile
101,274,274,Bethune Elementary School,Elementary,1665 Duncanville Rd.,Dallas,75211,9725021300,http://www.dallasisd.org/bethune,-96.90978046,32.72659121,'057905274,Molina,5,46839,37192,5138,410,38548,23021,23799,12841,3794,14616,1,2,1,1,3,1,1,1,1,2,3,1,1,4,2,2,1,3,0.608290550868206,0.0758237948934,0.430421160046758,0.00570051770884201,169.91511797437,0.215210580023379,0.0681965524168,0.0157673049796,1734.9147236644,0.2689395700286,0.115861271393454,2880.3399052532,0.450244654815435,0.0171244795762,0.590865790839395,92.217733540018,1,4,2,2,3,2,4,3,3,2,2,3,2,3,0,4,0.309578676343845,0.645631740070138,22739.2572041,0,0.177463460631777,0.416124469589816,10605,0.221773777116557,0.161311451453167,0.0567596235127674,2,1,1,4,4,3,1,2,4,2,418.809261855047,0.0421389568819431,0.364620938628159,0,0,0,1,0,2.75079974945844,4.81389956155227,2913.0640649,0.590102730584521,1,0,1,1,3153.72907538571,935.627235778939,6295.34107032991,352.182643131,77.4811565076,1729.69769725752,3785.12849904763,0.39844871547642,0.325319791733625,1.22479088454192,0.645631740070138,1623.96831065351,3602.27557595193,319.438024077792,0.6972423989201,0.302736174498082,0.215210580023379,0.860842320093517,2,2,2,2,2,1,2,1,2,2,0,1,2,2,1,3,1,2,32,66,42,56,51,30,43,66,42,56,51,30,42,3,2,2,2,1,2
102,236,236,Cochran Elementary School,Elementary,6000 Keeneland Pkwy.,Dallas,75211,9727944600,http://www.dallasisd.org/cochran,-96.9252509,32.73548407,'057905236,Molina,5,24409,19102,3011,271,19526,12044,12365,6983,1820,7848,0,0,0,1,1,0,0,0,0,0,3,1,2,4,2,2,0,4,0.592326114719612,0.0804769518449,0.412376087451572,0.0113695540053378,190.043659160282,0.412376087451572,0.0729458018859,0.0213254854503,889.82692349597,0.286787842783064,0.173641160725559,1729.2893750678,0.445626003981343,0.0237659739658,0.571324905827112,99.5888251195545,0,3,2,1,3,4,4,2,4,0,2,4,3,2,0,4,0.37710273184775,0.412376087451572,22213.2130343,0,0.188250272826482,0.510913059294289,5498,0.256757790422324,0.137210612385193,0.0566280085164714,1,1,1,4,4,4,1,1,4,2,907.480033427653,0.0446369576389399,0.268221574344023,0,1,0,0,0,3.83442267645487,6.39070446075812,1565.87805471,0.564159749283095,1,0,0,1,3116.72575642836,953.224939196023,6279.28074181453,347.002710507,76.5422091258,1768.22792288811,3805.80763845405,0.388770316860942,0.338819569857166,1.14742580254391,0.802903508090674,1618.59246688329,3633.94850924182,312.347759089538,0.707026760794615,0.292932195041865,0.401451754045337,0.802903508090674,2,2,2,2,2,1,2,1,2,1,0,1,2,2,1,3,2,1,32,68,42,46,59,30,42,68,42,46,59,30,42,3,2,2,2,1,2
103,164,164,Jones Elementary School,Elementary,3901 Meredith Ave.,Dallas,75211,9727944700,http://www.dallasisd.org/jones,-96.88483017,32.74291973,'057905164,Sunset,18,70226,58799,4363,237,59919,36381,33832,19840,5655,21400,3,4,0,1,4,4,3,2,2,4,4,0,1,4,4,0,1,3,0.639185279886142,0.0709285978534,0.286169522071116,0.00384019482744333,169.76420914498,0.286169522071116,0.0704663480398,0.0184631898015,2325.9606677048,0.22793185675068,0.084328910477249,4399.667747418,0.455664332276352,0.0196581500964,0.59639432794342,97.7984341678037,1,4,1,3,3,2,4,2,2,4,1,2,2,2,0,4,0.354165197731792,1.71701713242669,23662.4525132,1.57393237139114,0.241997439180538,0.416742881531614,16401,0.23397854020789,0.169500529170353,0.0563348716907261,2,2,1,2,2,3,2,2,4,2,753.161081497861,0.0636754035243596,0.360160965794769,0.470725675936163,1,1,1,2,6.11943378717012,8.00233649091477,4678.29603004,0.644001526748516,1,1,1,1,3102.73271158121,904.890186364117,6235.75614155581,348.471794837,77.9146902108,1693.54985627183,3743.64679351438,0.394559474510924,0.325660431243753,1.21156713145663,1.71701713242669,1614.81514570581,3537.89617661359,310.65477110112,0.695473368556333,0.304369555904612,0.572339044142231,1.14467808828446,2,2,2,2,3,1,2,1,2,2,1,2,2,1,1,3,2,2,32,61,35,63,91,32,44,61,35,63,91,32,44,3,1,3,4,1,2
104,287,287,Soto Jr. Elementary School,Elementary,4510 West Jefferson Blvd.,Dallas,75211,9725025100,http://www.dallasisd.org/soto,-96.8944364,32.73587915,'057905287,Molina,5,64676,53296,4929,343,54884,32588,32080,18016,5243,19892,3,3,0,1,4,3,3,2,2,4,4,0,1,4,2,2,1,3,0.613658632704308,0.0661961372915,0.310804453479786,0.004193808606815,168.143906998077,0.310804453479786,0.0654547844641,0.0161763158802,2267.1275878912,0.246957910433668,0.0946062207064238,3986.291830409,0.450507907994489,0.0173626097672,0.581873340540631,83.0624901924729,1,4,1,3,3,3,4,2,2,2,1,2,2,3,0,4,0.33698702673548,1.08781558717925,23288.5662068,0.932413360439359,0.267578125,0.46337890625,10240,0.231648040053404,0.164837493239048,0.0533033941024924,2,1,1,3,1,4,1,2,4,2,491.811336202825,0.0509923417107108,0.38929889298893,0.504939770228773,0,0,2,2,3.02963862137264,4.54445793205896,4235.54436402,0.628718812278616,1,0,1,1,3103.47110894405,916.143021342195,6238.85824498729,343.806639954,78.1852933233,1714.08085536381,3756.27793142652,0.396334745433949,0.326179724717968,1.2150808753568,1.08781558717925,1622.43635830405,3562.45220186786,312.002535037078,0.697081141473861,0.302670577099142,0.310804453479786,0.932413360439359,2,2,2,2,3,1,2,1,2,2,1,1,2,1,1,3,1,2,32,63,36,64,64,32,44,63,36,64,64,32,43,3,1,3,3,1,2
105,114,114,Bryan Elementary School,Elementary,2001 Deer Path Dr.,Dallas,75216,9725028500,http://www.dallasisd.org/bryan,-96.79500526,32.71158036,'057905114,Roosevelt,13,56508,23131,30238,44,24560,26928,29580,18802,7151,16580,2,1,4,1,2,2,2,2,3,2,0,4,1,2,0,4,4,2,0.509381537481026,0.136555746669,0.889725299705386,0.0142971786631072,491.991686671907,0.177945059941077,0.129380765205,0.0822687407701,2640.56197489218,0.285745071332285,0.0920206405378226,5240.5967294318,0.54711040765659,0.0900250231713,0.572755933812459,210.509005910294,0,1,3,0,0,1,0,0,2,0,1,2,0,0,0,1,0.446626043259631,1.24561541958754,18578.7988927,0.711780239764309,0.350850546780073,0.368772782503038,3292,0.337313849302901,0.455004499714758,0.0967674407108239,0,2,0,4,0,2,1,0,0,0,1431.37678323485,0.0506055363321799,0.419739081111741,3.03643780915326,2,0,2,4,17.6113392930889,16.3967641694276,2352.39836574,0.464943304903313,2,1,1,1,4775.91694398049,1166.44045484941,7235.93286325998,274.811961541,71.677891968,1841.15467580805,4567.6548936539,0.274030189616333,0.47604519573585,0.575639019300991,1.42356047952862,2015.36195147078,4146.61295665734,671.343403081177,0.722759281267184,0.277134292353265,0.177945059941077,0.711780239764309,0,0,4,0,0,0,0,0,4,0,1,0,4,4,2,2,1,1,4,16,1,74,80,3,17,16,1,74,80,3,10,0,0,3,3,0,0
106,115,115,Budd Elementary School,Elementary,2121 S. Marsalis Ave.,Dallas,75216,9725028400,http://www.dallasisd.org/budd,-96.81514418,32.72206527,'057905115,Roosevelt,13,70872,43345,22825,294,43911,35126,35727,21282,7312,22153,3,2,4,1,4,3,3,2,3,4,2,3,1,3,2,2,2,3,0.68002210482548,0.150589101729,0.285103269092981,0.00876221005238304,317.743955803842,0.285103269092981,0.139795635549,0.0487708443193,2954.5108355769,0.270279901453696,0.0775912831935831,5350.68905942769,0.515919074782124,0.0534034648738,0.745325098367575,126.372024025464,2,0,1,2,2,2,0,0,1,1,1,2,1,0,3,3,0.385324826034604,1.28296471091841,20676.133319,2.70848105638332,0.296759791652574,0.432320909152405,14783,0.28491828640846,0.539356138691836,0.102709035182427,1,2,1,0,0,4,2,1,0,0,1536.40510386458,0.0725275800494117,0.481887110362258,2.28563686977772,2,1,3,4,11.4281843488886,14.1709485926219,3729.42564084,0.527673717258147,1,1,1,1,4073.62372085529,1046.03380057871,6821.29410026343,297.775657095,73.5955075364,1753.15029838829,4208.7508760395,0.31994005542046,0.421874116382967,0.758378016085791,1.99572288365087,1826.04137249488,3885.57078292188,517.594146094838,0.717595996154499,0.282418141718034,0.570206538185962,1.28296471091841,0,1,3,0,0,1,0,0,4,1,2,0,3,4,1,3,2,3,15,49,18,76,83,12,37,49,18,76,83,12,28,2,0,3,4,0,1
107,118,118,Bushman Elementary School,Elementary,4200 Bonnie View Rd.,Dallas,75216,9727491800,http://www.dallasisd.org/bushman,-96.77364368,32.70842776,'057905118,SOC,16,34503,9530,22823,0,10726,15785,18724,12625,4377,9768,0,0,4,1,0,0,0,1,1,0,0,4,1,0,0,4,4,2,0.438113791266082,0.120871561588,1.16167376119898,0.0216353253353627,657.714126534451,0.290418440299744,0.115512046533,0.124414225791,1535.16369951733,0.276834353646375,0.259307959330556,3851.9011157937,0.542966631271156,0.13163703571,0.482984586214318,299.711830389336,0,2,4,0,0,3,1,0,4,1,3,2,0,0,0,0,0.489452337328206,2.32334752239795,17647.4466811,1.16167376119898,0.281084449984419,0.331255842941726,3209,0.371757028248629,0.344313745255266,0.0932374062720452,0,2,0,2,1,1,1,0,1,0,1462.50154118849,0.0421603109959274,0.382867132867133,3.07463533536474,2,0,2,4,19.47269045731,14.3482982317021,1008.81174433,0.318370756569337,2,1,0,-1,5013.88878059685,1224.28689353032,7414.20766927845,260.999195647,70.678480164,1896.22035577973,4735.43398674381,0.265443371887411,0.492564570832246,0.53890065913371,1.74251064179846,2062.27186131431,4274.06224801055,717.635556223405,0.739049772443981,0.260747311360408,0,0.871255320899232,0,0,4,0,0,0,0,0,4,0,1,0,4,4,2,2,0,2,0,0,4,69,31,0,1,0,4,69,31,0,0,0,0,3,1,0,0
108,6,6,Hillcrest High School,High,9924 Hillcrest Rd.,Dallas,75230,9725026800,http://www.dallasisd.org/hillcrest,-96.78462338,32.88315319,'057905006,Hillcrest,6,56623,42790,6251,4201,9113,27179,29438,25363,9355,11906,2,2,1,4,0,2,2,3,4,1,3,1,4,0,1,3,4,0,0.868245230621824,0.105182767488,0.356942731372149,0.00191633204764622,163.13080657212,0.535414097058223,0.0820979651606,0.00972445670097,3385.293026088,0.292013769009604,0.0697850638184084,6253.31702467,0.454132815962399,0.0123051963719,0.872204501260764,127.963969196915,4,2,1,4,3,4,3,3,0,0,1,1,2,3,4,3,0.200692194076343,8.20968282155942,67783.1370329,1.24929955980252,0.226711996114619,0.294042415412012,61770,0.128397048337238,0.168465677508534,0.0360402886858437,4,4,4,2,2,0,4,4,4,4,1611.35632354545,0.361871889147345,0.513380281690141,0,3,4,3,0,1.68640117587174,16.8640117587174,4854.65156305,0.768476871599504,0,1,1,2,2806.81579119894,737.027517680463,6063.24972810716,479.981196471,80.8750880899,1030.4265635646,2535.81037702382,0.720151317785193,0.249549437019325,2.88580622095102,8.74509691861764,973.264479052801,2661.92386745401,247.463128067244,0.870041576702771,0.129833514748131,1.42777092548859,1.60624229117467,3,4,1,4,4,4,4,4,0,4,4,4,0,0,4,0,4,4,56,74,70,78,78,66,71,74,70,78,78,66,72,3,3,3,3,3,3
109,15,15,Seagoville High School,High,15920 Seagoville Rd.,Dallas,75253,9728925900,http://www.dallasisd.org/seagovillehs,-96.58345455,32.67756373,'057905015,Seagoville,15,19973,15420,2603,23,12439,10028,9942,5423,1149,7166,0,0,0,1,0,0,0,0,0,0,3,1,1,3,2,2,0,4,0.791124016687485,0.0805039634462,0.507604994632619,0.00383532024318961,242.650952554485,0.507604994632619,0.0712987466026,0.0158416767245,887.8608273027,0.265863153377371,0.0661819940269662,972.424810571534,0.466843053690565,0.0187502987749,0.804587864596071,328.674234024621,3,3,2,3,2,4,4,3,4,2,1,4,2,3,4,0,0.29235172764419,0,23072.7293417,0,0.234430082256169,0.389541715628672,1702,0.218613713219063,0.241385006585336,0.0466864179724886,2,0,1,4,2,2,1,2,2,3,329.741149760267,0.0472469896130159,0.234013605442177,0,0,0,0,0,1.40915021265071,1.40915021265071,1500.09932355,0.547791170904316,0,0,0,1,3016.06108947918,946.833616481922,6019.08197419881,340.982684262,75.2208118804,1744.42293468725,3641.05378181684,0.319370668285526,0.389082814792331,0.820829541021974,0.858342922414078,1554.17866016668,3492.53453979351,301.971419594413,0.690038953811909,0.309809278089746,0.429171461207039,0.429171461207039,3,2,1,1,1,1,2,0,3,1,0,2,2,1,0,4,2,0,32,65,34,40,8,28,42,65,34,40,8,28,34,3,1,1,0,1,1
110,380,380,Wilmer-Hutchins High School,High,5520 Langdon Rd.,Dallas,75241,9729252900,http://www.dallasisd.org/wilmerhutchinshs,-96.72974612,32.65659488,'057905380,Wilmer-Hutchins,380,8902,2562,5925,18,2112,4569,4333,2632,1027,2392,0,0,1,1,0,0,0,0,0,0,0,4,1,0,3,1,3,2,0.636917680693164,0.0546093483291,2.5340494941974,0.0185665070634573,264.049176476802,1.2670247470987,0.0493562965137,0.0276042918305,454.0864790322,0.268831944339151,0.0777332706584034,442.54561707609,0.468889406288059,0.0307078375897,0.633554731876254,108.964128250488,1,4,4,0,2,4,4,2,4,2,1,4,2,2,1,3,0.374730437066626,0,19929.1975263,0,0.284155985819471,0.372511589855468,3667,0.244192820253961,0.343817573384646,0.0887316622815378,1,0,1,4,1,2,1,2,1,0,1186.46364233393,0.0655795195511135,0.388888888888889,0,2,1,2,0,8.66031855718194,12.9904778357729,331.790579262,0.397226209187108,1,1,-1,0,3997.84064981218,893.120224760922,6120.49475800354,335.322913873,75.1377060706,1227.39999129211,3506.28819154241,0.417088607594937,0.421392405063291,0.989786722739561,2.5340494941974,1379.93189618475,3221.37543576685,494.018678982793,0.799367088607595,0.200506329113924,1.2670247470987,0,0,2,1,1,1,4,2,2,4,1,2,2,1,4,3,1,4,0,32,83,23,59,28,32,44,83,23,59,28,32,43,4,1,2,1,1,2
111,23,23,Carter High School,High,1819 W. Wheatland Rd.,Dallas,75232,2149325700,http://www.dallasisd.org/carter,-96.84862316,32.6496796,'057905023,Carter,23,39040,11781,25307,186,11077,17598,21434,14025,5366,11351,1,0,4,1,0,0,1,1,2,1,0,4,1,0,0,4,4,2,0.569484964520297,0.110065293218,0.258106804148665,0.00959421776014577,376.716193763509,0.258106804148665,0.10157375636,0.00857041740848,1656.34603169433,0.302754422987117,0.0829537572901669,4995.962429535,0.583608717977159,0.00902677610334,0.554860246457793,322.504451783757,0,2,1,1,1,2,2,3,3,0,1,2,0,4,0,0,0.440509660708031,2.06485443318932,21367.5087845,1.54864082489199,0.252992347439335,0.379423114657597,15289,0.312607863113661,0.344978750413956,0.0905027244764205,0,2,1,2,2,2,2,0,1,0,1991.95840426992,0.0849028902219053,0.544481054365733,0,4,1,4,0,18.6746100400305,19.5638771847939,1233.28308987,0.317195427736758,2,1,0,-1,4237.29332026159,1157.2287610105,7141.55623098495,311.814233377,75.7774151925,1709.70608496186,4293.74218446446,0.406480838030525,0.430159833217512,0.944953030575001,3.87160206222998,1631.26860148702,4028.22785872479,478.423030829246,0.782976861503616,0.217151828687617,0.516213608297331,0.774320412445996,0,0,4,0,2,1,0,2,4,1,3,1,4,4,3,1,2,1,12,54,19,65,33,17,35,54,19,65,33,17,27,2,0,3,1,0,1
112,32,32,Madison High School,High,3000 Martin Luther King Blvd.,Dallas,75215,9729252800,http://www.dallasisd.org/madison,-96.76486081,32.77129099,'057905032,Madison,32,43941,21955,19408,770,15172,22545,21373,17698,4493,9373,1,0,4,2,1,1,1,2,1,0,0,4,2,1,3,1,2,0,0.590885791423079,0.0909246152976,3.22875816258806,0.0135319234614695,865.640933698417,0.461251166084008,0.0886746784589,0.0479159993998,1256.9531352875,0.261265719304075,0.19805952522337,5868.6983918524,0.455055130644939,0.0530709963364,0.543600726990241,404.517272655675,0,3,4,0,0,4,3,0,4,2,2,1,2,0,0,0,0.454497666530641,3.69000932867206,23736.7905327,2.76750699650405,0.139277706054223,0.25981857715567,58868,0.318218673499253,0.279274900000872,0.0781725891592658,0,4,1,0,4,0,4,0,2,0,3281.48138170891,0.160462760220922,0.455341506129597,2.17316647795292,4,2,2,4,16.2987485846469,28.251164213388,1336.88729548,0.414695030825515,2,3,0,0,4025.75042799908,1066.85483795469,6854.23863552674,304.293672728,70.8972608759,1709.26707815712,4143.02862005603,0.376771833561957,0.382761774119799,0.98435073467925,6.22689074213411,1710.2865570848,3895.79598702418,500.869391055814,0.738797439414723,0.260859625057156,3.45938374563006,1.38375349825202,0,1,3,0,0,1,1,1,3,1,4,1,3,4,2,2,4,3,15,34,41,76,54,28,42,34,41,76,54,28,34,1,2,3,2,1,1
113,24,24,North Dallas High School,High,3120 N. Haskell Ave.,Dallas,75204,9729251500,http://www.dallasisd.org/northdallas,-96.79568007,32.80974145,'057905024,North Dallas,24,102551,80296,9807,5810,22983,54211,48341,56747,9493,11878,4,4,2,4,2,4,4,4,4,1,3,1,4,0,4,0,2,0,0.863059836903766,0.104485380556,0.49135806969852,0.00293355087041673,228.501333184589,0.196543227879408,0.0930379650419,0.0119636244516,4241.495793259,0.258432777062501,0.0375168944290012,14002.712452432,0.347057773044134,0.0177655768977,0.760628546845222,209.662488340358,4,2,2,3,2,2,2,3,0,2,1,0,4,3,3,1,0.300384008499042,7.4686426594175,55524.841076,1.96543227879408,0.133957573275164,0.234494813347177,209962,0.140773851312313,0.102360395504028,0.0289025935240941,2,4,4,1,4,0,4,4,4,4,1748.00153676753,0.381663646022124,0.620582765034098,0,3,4,4,0,5.97753334507705,23.0562000452972,3708.29367263,0.602385552783327,1,2,1,1,2116.72083401909,731.510285995063,5693.92833280752,448.634142404,79.8411628165,1063.47582691047,2548.24714279396,0.741026294133783,0.177847878051648,4.16662994381404,4.42222262728668,805.406284966921,2799.59687819247,161.42098237178,0.871634860300168,0.128208393745836,0.884444525457336,1.86716066485437,4,4,0,4,4,4,4,4,0,4,4,4,0,0,4,0,3,4,65,65,63,90,94,75,69,65,63,90,94,75,75,3,3,4,4,3,3
114,22,22,Wilson High School,High,100 S. Glasgow Dr.,Dallas,75214,9725024400,http://www.dallasisd.org/woodrow,-96.75149942,32.80608098,'057905022,Wilson,22,69101,54163,7728,1928,27673,35265,33805,30011,6149,14845,3,4,1,3,2,3,3,4,2,2,3,1,3,1,3,1,1,0,0.787626550760343,0.0900911650088,0.581884762735867,0.00532920707994671,258.676083459617,0.145471190683967,0.0863170780882,0.0203367763853,2678.661906696,0.247416394852821,0.223263419672061,7789.568898335,0.406082308580078,0.0249973900487,0.750406696535882,169.546672742163,3,3,2,2,2,1,3,2,1,2,3,0,4,2,3,2,0.320393064111927,1.60018309752363,43780.6703768,1.60018309752363,0.304817070151988,0.342937769196495,20199,0.196193526692445,0.29976097475448,0.0431214381441529,2,2,4,2,0,1,2,2,2,3,1621.74915080561,0.275610058218754,0.536488279522335,0.680549370879399,3,4,4,2,4.7638455961558,21.0970304972614,4119.04662222,0.618204185187796,1,2,1,1,2841.3786364393,871.096392005107,6348.08645883661,395.017049952,78.945483775,1394.9577385744,3264.6058595842,0.565796916472073,0.249263927364497,2.26987082509019,2.47301024162743,1232.55855592739,3279.58281724687,262.815931168202,0.785893512408082,0.213917936966075,0.727355953419833,1.45471190683967,3,3,2,3,3,3,3,3,0,3,2,3,2,1,3,1,2,4,41,60,34,87,89,43,48,60,34,87,89,43,51,2,1,4,4,2,2
115,12,12,Pinkston High School,High,2200 Dennison St.,Dallas,75212,9725022700,http://www.dallasisd.org/pinkston,-96.85852378,32.78112682,'057905012,Pinkston,12,34105,22410,8267,666,18991,17422,16662,11093,3488,9609,0,0,1,2,1,0,0,0,0,0,2,2,2,2,3,1,2,2,0.681626516159439,0.0838312866688,1.84138636762241,0.00929451673667926,319.720358708888,0.306897727937068,0.0834353239225,0.0197751781946,1124.131114691,0.233069466655803,0.722576815466198,2812.8969444635,0.447979111499547,0.0200384156999,0.671288877325675,162.195449214741,2,3,4,1,2,3,3,2,4,4,4,3,2,2,2,2,0.417885929324118,2.14828409555948,21918.1108108,0.920693183811205,0.14069774472459,0.346695688977568,33078,0.289173287506448,0.290745209528739,0.0778272516754823,0,2,1,3,4,2,2,0,2,0,2513.73471730226,0.126414189837009,0.432748538011696,1.07241242205728,4,2,2,2,15.0137739088019,19.303423597031,1809.69261412,0.516843981216286,2,1,0,1,3705.20470370424,986.964291542484,6629.95196317981,332.76636195,74.3726853093,1709.96899723854,3982.07195376371,0.378726536621274,0.353484235063182,1.07140997830803,3.68277273524482,1726.40309260923,3704.11835648727,433.477975604957,0.704361428045639,0.295485216537848,2.76207955143361,1.22759091174827,1,2,2,1,1,1,1,1,2,1,3,1,3,3,1,3,4,3,22,62,41,74,77,30,45,62,41,74,77,30,45,3,2,3,3,1,2
116,2,2,Adamson High School,High,309 E. Ninth St.,Dallas,75203,9727491400,http://www.dallasisd.org/adamson,-96.8204931,32.74842987,'057905002,Adamson,2,58120,41760,12019,392,35384,30246,27848,20108,5503,15406,2,2,2,1,3,2,2,2,2,2,2,2,1,3,4,0,2,2,0.791158724933431,0.13543203465,0.347380766340202,0.00651714543234287,330.039185780709,0.173690383170101,0.129395532692,0.050603533465,2066.092126344,0.236478832020024,0.265990767791373,4999.4979699775,0.439403361670444,0.053760005217,0.831037924272079,143.902482456429,3,1,1,2,1,1,0,0,2,3,3,2,3,0,4,2,0.35462660985381,1.56321344853091,27066.0259032,1.56321344853091,0.232636105240143,0.407732672545733,27442,0.233082469805816,0.572853202907338,0.0811976954639756,2,2,2,2,2,3,2,2,0,0,1554.10292455414,0.161233741702197,0.539356605065024,1.32433142271337,2,2,4,3,8.6081542476369,15.8919770725604,2948.95368609,0.52520616425221,1,1,1,1,3489.2536068857,937.459168512241,6568.27695342272,341.691234942,74.0701875109,1576.69128267489,3804.80446146126,0.429722068584071,0.337423949115044,1.27353754738244,2.25797498121132,1554.48212546603,3613.34510266899,378.908628786406,0.740787472345133,0.258970547566372,0.694761532680405,1.73690383170101,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,28,57,32,80,79,31,46,57,32,80,79,31,43,2,1,3,3,1,2
117,18,18,Sunset High School,High,2120 W. Jefferson Blvd.,Dallas,75208,9725021500,http://www.dallasisd.org/sunset,-96.85443731,32.74617167,'057905018,Sunset,18,79935,66085,5803,377,61936,41524,38385,24829,7218,23018,4,4,1,1,4,4,4,3,3,4,4,0,1,4,4,0,1,2,0.734151103580704,0.0922798994202,0.251565889300144,0.0036075208648674,178.671942738281,0.125782944650072,0.0876785816402,0.0217864139619,2924.438455862,0.221841273090835,0.0571930249407718,5260.7527916639,0.451038453092756,0.022817600172,0.721789447641301,90.8781775096772,2,3,1,3,3,0,3,2,1,4,1,2,2,2,2,4,0.34629820623665,1.25782944650072,26850.9175479,2.01252711440116,0.254633110708125,0.460214958644787,22609,0.220936256719642,0.338316510713522,0.0655178568748947,2,2,2,1,2,4,2,2,1,2,1123.49222105866,0.120560456668396,0.429080541696365,0.880134916614696,2,2,2,2,9.24141662445431,12.3218888326057,5005.9832069,0.610824476826079,1,1,1,1,3183.43177619701,886.985708503274,6335.41517092812,356.775519482,76.7091412269,1597.67510882437,3680.0086923772,0.439081296019869,0.321483674314171,1.36579655858598,2.13831005905123,1559.94494513246,3475.57510918055,317.664306927059,0.732730397260446,0.267106534037456,0.628914723250361,1.63517828045094,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,32,63,34,74,80,33,45,63,34,74,80,33,45,3,1,3,3,1,2
118,1,1,Adams High School,High,2101 Millmar Dr.,Dallas,75228,9725024900,http://www.dallasisd.org/bryanadams,-96.68289648,32.82790272,'057905001,Adams,1,68212,46879,10684,913,34464,32745,35463,24678,7522,18673,3,3,2,2,3,3,3,3,4,3,2,1,2,2,1,3,2,2,0.743510603480441,0.241812369371,0.441790935232435,0.00558375727148167,240.933507653044,0.294527290154957,0.210848372929,0.0239253898986,3131.962218304,0.229942165558615,0.0810353563352366,5262.9201009256,0.475750446321761,0.0319848328458,0.72563297744524,163.830805148695,2,0,2,2,2,3,0,2,0,4,1,2,2,2,2,2,0.279459165555426,1.47263645077478,33103.0511839,1.61990009585226,0.270171890798787,0.392821031344793,9890,0.186357978908551,0.230822739996449,0.0486899015494475,3,2,2,2,1,2,1,3,2,3,851.702960044431,0.152964959568733,0.307149576669802,0,1,2,0,0,7.00325014584289,15.0839233910462,4662.24676054,0.632572461395808,1,1,1,1,3428.16766370087,963.022583241768,6615.43394186039,386.699737886,77.9568722679,1591.59788893423,3605.621049814,0.488418947337461,0.314534037265254,1.55283336450346,1.32474343776891,1532.27323244389,3515.14962750097,360.329670909386,0.749834556390535,0.250091913116369,0.110395286480743,0.772767005365198,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,1,30,46,33,56,87,31,44,46,33,56,87,31,37,2,1,2,4,1,1
